timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-06-10T18:08:23,1_BM25_Indexing,d8b0084f-ff75-43d4-a54d-8af1e8bb565f,1100.7052733898165,0.007903658781813866,7.180540488802377e-06,42.5,9.723506154697446,0.034479618072509766,0.012993152791923954,0.0030330374264279994,0.00014415151723981114,0.016170341735591766,Singapore,SGP,,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.8.20,2.4.2,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8507,1.2872,12.671417236328125,process,N,1.0
2026-06-10T18:08:55,2_BM25_Retrieval,45b67c48-a1c2-41a8-a441-f98d2ae5cb72,26.33770751953125,0.0001885829498408567,7.160188475060301e-06,42.5,9.819786050737266,0.03609180450439453,0.00031092024428976914,7.216700217799882e-05,2.740485803433993e-06,0.0003858277322712018,Singapore,SGP,,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.8.20,2.4.2,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8507,1.2872,12.671417236328125,process,N,1.0
