timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-06-10T18:29:15,3_LambdaMART_Indexing,cbc1684f-b77d-4bb8-a155-7ab47a7a90c1,341.70656538009644,0.0024662676372386423,7.217501467948957e-06,42.5,10.027620818594784,0.03782272338867188,0.004033809742165938,0.000941097419544002,7.090663244614915e-05,0.005045813794156089,Singapore,SGP,,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.8.20,2.4.2,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8507,1.2872,12.671417236328125,process,N,1.0
2026-06-10T18:36:50,4_LambdaMART_Reranking,64676b6a-dd9a-43d3-81b2-870997386ee4,453.24273467063904,0.003295066040399246,7.269980935918794e-06,42.5,9.73729780787001,0.036086082458496094,0.005350615332523983,0.0012516198901839984,0.00013924304520516285,0.006741478267913142,Singapore,SGP,,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.8.20,2.4.2,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8507,1.2872,12.671417236328125,process,N,1.0
